2024-05-04 18:53:03 CPU Usage: 18.2% | Memory Usage: 22.88% | I/O Usage (read write): 3.29 9.05 | Load Average:  6.07, 2.95, 1.28 | Process Count: 279 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.768/1.972/2.119/0.131 Avg:ms Max:
2024-05-04 19:43:15 CPU Usage: 50% | Memory Usage: 34.78% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.15, 1.48, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.493/1.761/2.063/0.226 Avg:ms Max:
2024-05-04 19:43:20 CPU Usage: 54.5% | Memory Usage: 34.78% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.13, 1.47, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.754/1.900/2.339/0.220 Avg:ms Max:
2024-05-04 19:43:25 CPU Usage: 55.9% | Memory Usage: 34.78% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.20, 1.48, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.736/1.808/1.909/0.060 Avg:ms Max:
2024-05-04 19:43:30 CPU Usage: 50% | Memory Usage: 34.78% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.19, 1.47, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.816/1.967/2.155/0.114 Avg:ms Max:
2024-05-04 19:43:36 CPU Usage: 57.1% | Memory Usage: 34.78% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.17, 1.46, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.608/1.877/2.145/0.179 Avg:ms Max:
2024-05-04 19:43:41 CPU Usage: 58.8% | Memory Usage: 34.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.16, 1.46, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.747/2.492/4.715/1.126 Avg:ms Max:
2024-05-04 19:43:46 CPU Usage: 50% | Memory Usage: 34.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.31, 1.48, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.669/2.020/2.296/0.213 Avg:ms Max:
2024-05-04 19:43:51 CPU Usage: 53.1% | Memory Usage: 34.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.36, 1.49, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.543/1.888/2.312/0.255 Avg:ms Max:
2024-05-04 19:43:56 CPU Usage: 55.9% | Memory Usage: 34.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.33, 1.48, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.572/1.834/2.054/0.179 Avg:ms Max:
2024-05-04 19:44:02 CPU Usage: 52.9% | Memory Usage: 34.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.39, 1.49, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.623/1.876/2.085/0.162 Avg:ms Max:
2024-05-04 19:44:07 CPU Usage: 56.2% | Memory Usage: 34.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.35, 1.48, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.467/1.734/1.860/0.138 Avg:ms Max:
2024-05-04 19:44:12 CPU Usage: 41.2% | Memory Usage: 34.81% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.49, 1.51, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.406/1.553/1.738/0.117 Avg:ms Max:
2024-05-04 19:44:17 CPU Usage: 20% | Memory Usage: 34.83% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.61, 1.53, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.525/1.612/1.725/0.064 Avg:ms Max:
2024-05-04 19:44:23 CPU Usage: 25% | Memory Usage: 34.84% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.52, 1.52, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.512/1.706/2.160/0.236 Avg:ms Max:
2024-05-04 19:44:28 CPU Usage: 23.5% | Memory Usage: 34.84% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.40, 1.49, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.519/1.658/1.877/0.151 Avg:ms Max:
2024-05-04 19:44:33 CPU Usage: 42.9% | Memory Usage: 34.85% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.37, 1.48, 1.38 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.697/1.828/1.929/0.083 Avg:ms Max:
2024-05-04 19:44:38 CPU Usage: 48.5% | Memory Usage: 34.85% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.34, 1.47, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.313/1.489/1.788/0.177 Avg:ms Max:
2024-05-04 19:44:44 CPU Usage: 24.2% | Memory Usage: 34.85% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.23, 1.45, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.492/1.841/2.207/0.279 Avg:ms Max:
2024-05-04 19:44:49 CPU Usage: 18.2% | Memory Usage: 34.86% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.21, 1.44, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.335/1.553/1.867/0.193 Avg:ms Max:
2024-05-04 19:44:54 CPU Usage: 21.2% | Memory Usage: 35.13% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.27, 1.45, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.399/1.592/1.790/0.153 Avg:ms Max:
2024-05-04 19:44:59 CPU Usage: 26.5% | Memory Usage: 35.31% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.17, 1.43, 1.36 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.437/1.730/2.045/0.226 Avg:ms Max:
2024-05-04 19:45:04 CPU Usage: 26.5% | Memory Usage: 35.34% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.16, 1.42, 1.36 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.454/1.747/1.903/0.160 Avg:ms Max:
2024-05-04 19:45:10 CPU Usage: 34.4% | Memory Usage: 35.36% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.23, 1.43, 1.36 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.537/1.732/1.855/0.120 Avg:ms Max:
2024-05-04 19:45:15 CPU Usage: 51.6% | Memory Usage: 35.40% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.13, 1.40, 1.36 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.607/1.781/2.166/0.198 Avg:ms Max:
2024-05-04 19:45:20 CPU Usage: 68.6% | Memory Usage: 35.38% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.04, 1.38, 1.35 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.386/1.670/1.885/0.185 Avg:ms Max:
2024-05-04 19:45:25 CPU Usage: 63.6% | Memory Usage: 35.38% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.03, 1.37, 1.35 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.480/1.576/1.675/0.062 Avg:ms Max:
2024-05-04 19:45:31 CPU Usage: 26.5% | Memory Usage: 35.39% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.19, 1.40, 1.36 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.320/1.607/1.791/0.165 Avg:ms Max:
2024-05-04 19:45:36 CPU Usage: 63.6% | Memory Usage: 35.39% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.10, 1.38, 1.35 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.427/1.605/1.878/0.153 Avg:ms Max:
2024-05-04 19:45:41 CPU Usage: 28.6% | Memory Usage: 35.39% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.01, 1.36, 1.34 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.285/1.573/1.839/0.185 Avg:ms Max:
2024-05-04 19:45:46 CPU Usage: 25% | Memory Usage: 35.39% | I/O Usage (read write): 3.29 9.05 | Load Average:  0.93, 1.33, 1.33 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.291/1.522/1.670/0.139 Avg:ms Max:
2024-05-04 19:45:52 CPU Usage: 21.9% | Memory Usage: 35.45% | I/O Usage (read write): 3.29 9.05 | Load Average:  0.85, 1.31, 1.33 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.472/1.640/1.952/0.162 Avg:ms Max:
2024-05-04 19:45:57 CPU Usage: 19.4% | Memory Usage: 35.48% | I/O Usage (read write): 3.29 9.05 | Load Average:  0.78, 1.29, 1.32 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.460/1.538/1.652/0.081 Avg:ms Max:
